country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year; gdp_for_year ($) ;gdp_per_capita ($);generation
Barbados;2008;female;25-34 years;0;19912;0;Barbados2008;;4,607,300,000;17760;Generation X
Barbados;2008;female;5-14 years;0;18667;0;Barbados2008;;4,607,300,000;17760;Generation Z
Barbados;2008;female;55-74 years;0;24852;0;Barbados2008;;4,607,300,000;17760;Silent
Barbados;2008;female;75+ years;0;9658;0;Barbados2008;;4,607,300,000;17760;Silent
Barbados;2008;male;15-24 years;0;19029;0;Barbados2008;;4,607,300,000;17760;Millenials
Barbados;2008;male;25-34 years;0;19259;0;Barbados2008;;4,607,300,000;17760;Generation X
Barbados;2008;male;35-54 years;0;39368;0;Barbados2008;;4,607,300,000;17760;Boomers
Barbados;2008;male;5-14 years;0;19341;0;Barbados2008;;4,607,300,000;17760;Generation Z
Barbados;2008;male;55-74 years;0;21022;0;Barbados2008;;4,607,300,000;17760;Silent
Barbados;2008;male;75+ years;0;5958;0;Barbados2008;;4,607,300,000;17760;Silent
Barbados;2009;male;75+ years;1;6022;16.61;Barbados2009;;4,434,050,000;17007;Silent
Barbados;2009;male;35-54 years;3;39442;июл.61;Barbados2009;;4,434,050,000;17007;Boomers
Barbados;2009;male;55-74 years;1;21837;апр.58;Barbados2009;;4,434,050,000;17007;Silent
Barbados;2009;female;15-24 years;0;18898;0;Barbados2009;;4,434,050,000;17007;Millenials
Barbados;2009;female;25-34 years;0;19762;0;Barbados2009;;4,434,050,000;17007;Generation X
Barbados;2009;female;35-54 years;0;43400;0;Barbados2009;;4,434,050,000;17007;Boomers
Barbados;2009;female;5-14 years;0;18606;0;Barbados2009;;4,434,050,000;17007;Generation Z
Barbados;2009;female;55-74 years;0;25695;0;Barbados2009;;4,434,050,000;17007;Silent
Barbados;2009;female;75+ years;0;9752;0;Barbados2009;;4,434,050,000;17007;Silent
Barbados;2009;male;15-24 years;0;18881;0;Barbados2009;;4,434,050,000;17007;Millenials
Barbados;2009;male;25-34 years;0;19044;0;Barbados2009;;4,434,050,000;17007;Generation X
Barbados;2009;male;5-14 years;0;19379;0;Barbados2009;;4,434,050,000;17007;Generation Z
Barbados;2010;male;35-54 years;3;39379;июл.62;Barbados2010;0.78;4,461,650,000;17034;Generation X
Barbados;2010;female;15-24 years;0;18739;0;Barbados2010;0.78;4,461,650,000;17034;Millenials
Barbados;2010;female;25-34 years;0;19612;0;Barbados2010;0.78;4,461,650,000;17034;Generation X
Barbados;2010;female;35-54 years;0;43369;0;Barbados2010;0.78;4,461,650,000;17034;Generation X
Barbados;2010;female;5-14 years;0;18590;0;Barbados2010;0.78;4,461,650,000;17034;Generation Z
Barbados;2010;female;55-74 years;0;26589;0;Barbados2010;0.78;4,461,650,000;17034;Silent
Barbados;2010;female;75+ years;0;9853;0;Barbados2010;0.78;4,461,650,000;17034;Silent
Barbados;2010;male;15-24 years;0;18747;0;Barbados2010;0.78;4,461,650,000;17034;Millenials
Barbados;2010;male;25-34 years;0;18826;0;Barbados2010;0.78;4,461,650,000;17034;Generation X
Barbados;2010;male;5-14 years;0;19462;0;Barbados2010;0.78;4,461,650,000;17034;Generation Z
Barbados;2010;male;55-74 years;0;22675;0;Barbados2010;0.78;4,461,650,000;17034;Silent
Barbados;2010;male;75+ years;0;6086;0;Barbados2010;0.78;4,461,650,000;17034;Silent
Barbados;2011;female;15-24 years;0;18660;0;Barbados2011;0.786;4,660,900,000;17708;Millenials
Barbados;2011;female;25-34 years;0;19511;0;Barbados2011;0.786;4,660,900,000;17708;Millenials
Barbados;2011;female;35-54 years;0;43221;0;Barbados2011;0.786;4,660,900,000;17708;Generation X
Barbados;2011;female;5-14 years;0;18501;0;Barbados2011;0.786;4,660,900,000;17708;Generation Z
Barbados;2011;female;55-74 years;0;27506;0;Barbados2011;0.786;4,660,900,000;17708;Boomers
Barbados;2011;female;75+ years;0;10011;0;Barbados2011;0.786;4,660,900,000;17708;Silent
Barbados;2011;male;15-24 years;0;18668;0;Barbados2011;0.786;4,660,900,000;17708;Millenials
Barbados;2011;male;25-34 years;0;18675;0;Barbados2011;0.786;4,660,900,000;17708;Millenials
Barbados;2011;male;35-54 years;0;39290;0;Barbados2011;0.786;4,660,900,000;17708;Generation X
Barbados;2011;male;5-14 years;0;19431;0;Barbados2011;0.786;4,660,900,000;17708;Generation Z
Barbados;2011;male;55-74 years;0;23496;0;Barbados2011;0.786;4,660,900,000;17708;Boomers
Barbados;2011;male;75+ years;0;6233;0;Barbados2011;0.786;4,660,900,000;17708;Silent
Barbados;2012;female;15-24 years;0;18575;0;Barbados2012;0.793;4,656,350,000;17620;Millenials
Barbados;2012;female;25-34 years;0;19421;0;Barbados2012;0.793;4,656,350,000;17620;Millenials
Barbados;2012;female;35-54 years;0;42921;0;Barbados2012;0.793;4,656,350,000;17620;Generation X
Barbados;2012;female;5-14 years;0;18436;0;Barbados2012;0.793;4,656,350,000;17620;Generation Z
Barbados;2012;female;55-74 years;0;28473;0;Barbados2012;0.793;4,656,350,000;17620;Boomers
Barbados;2012;female;75+ years;0;10166;0;Barbados2012;0.793;4,656,350,000;17620;Silent
Barbados;2012;male;15-24 years;0;18579;0;Barbados2012;0.793;4,656,350,000;17620;Millenials
Barbados;2012;male;25-34 years;0;18523;0;Barbados2012;0.793;4,656,350,000;17620;Millenials
Barbados;2012;male;35-54 years;0;39060;0;Barbados2012;0.793;4,656,350,000;17620;Generation X
Barbados;2012;male;5-14 years;0;19402;0;Barbados2012;0.793;4,656,350,000;17620;Generation Z
Barbados;2012;male;55-74 years;0;24339;0;Barbados2012;0.793;4,656,350,000;17620;Boomers
Barbados;2012;male;75+ years;0;6375;0;Barbados2012;0.793;4,656,350,000;17620;Silent
Barbados;2013;female;15-24 years;0;18473;0;Barbados2013;0.785;4,612,500,000;17395;Millenials
Barbados;2013;female;25-34 years;0;19336;0;Barbados2013;0.785;4,612,500,000;17395;Millenials
Barbados;2013;female;35-54 years;0;42518;0;Barbados2013;0.785;4,612,500,000;17395;Generation X
Barbados;2013;female;5-14 years;0;18384;0;Barbados2013;0.785;4,612,500,000;17395;Generation Z
Barbados;2013;female;55-74 years;0;29474;0;Barbados2013;0.785;4,612,500,000;17395;Boomers
Barbados;2013;female;75+ years;0;10306;0;Barbados2013;0.785;4,612,500,000;17395;Silent
Barbados;2013;male;15-24 years;0;18497;0;Barbados2013;0.785;4,612,500,000;17395;Millenials
Barbados;2013;male;25-34 years;0;18365;0;Barbados2013;0.785;4,612,500,000;17395;Millenials
Barbados;2013;male;35-54 years;0;38728;0;Barbados2013;0.785;4,612,500,000;17395;Generation X
Barbados;2013;male;5-14 years;0;19376;0;Barbados2013;0.785;4,612,500,000;17395;Generation Z
Barbados;2013;male;55-74 years;0;25209;0;Barbados2013;0.785;4,612,500,000;17395;Boomers
Barbados;2013;male;75+ years;0;6499;0;Barbados2013;0.785;4,612,500,000;17395;Silent
Belarus;1990;male;35-54 years;729;1199400;60.78;Belarus1990;;21,650,000,000;2301;Silent
Belarus;1990;male;55-74 years;363;714100;50.83;Belarus1990;;21,650,000,000;2301;G.I. Generation
Belarus;1990;male;75+ years;59;123400;47.81;Belarus1990;;21,650,000,000;2301;G.I. Generation
Belarus;1990;male;25-34 years;359;844900;42.49;Belarus1990;;21,650,000,000;2301;Boomers
Belarus;1990;male;15-24 years;132;702900;18.78;Belarus1990;;21,650,000,000;2301;Generation X
Belarus;1990;female;75+ years;61;339400;17.97;Belarus1990;;21,650,000,000;2301;G.I. Generation
Belarus;1990;female;55-74 years;158;1101700;14.34;Belarus1990;;21,650,000,000;2301;G.I. Generation
Belarus;1990;female;35-54 years;144;1284200;ноя.21;Belarus1990;;21,650,000,000;2301;Silent
Belarus;1990;female;25-34 years;45;839200;май.36;Belarus1990;;21,650,000,000;2301;Boomers
Belarus;1990;female;15-24 years;24;706500;03.апр;Belarus1990;;21,650,000,000;2301;Generation X
Belarus;1990;male;5-14 years;8;789500;01.янв;Belarus1990;;21,650,000,000;2301;Generation X
Belarus;1990;female;5-14 years;3;763600;0.39;Belarus1990;;21,650,000,000;2301;Generation X
Belarus;1991;male;35-54 years;756;1217200;62.11;Belarus1991;;18,000,000,000;1899;Boomers
Belarus;1991;male;75+ years;71;114800;61.85;Belarus1991;;18,000,000,000;1899;G.I. Generation
Belarus;1991;male;55-74 years;401;747600;53.64;Belarus1991;;18,000,000,000;1899;Silent
Belarus;1991;male;25-34 years;342;826400;41.38;Belarus1991;;18,000,000,000;1899;Boomers
Belarus;1991;female;75+ years;72;325800;22.янв;Belarus1991;;18,000,000,000;1899;G.I. Generation
Belarus;1991;male;15-24 years;143;699100;20.45;Belarus1991;;18,000,000,000;1899;Generation X
Belarus;1991;female;55-74 years;175;1136700;15.апр;Belarus1991;;18,000,000,000;1899;Silent
Belarus;1991;female;35-54 years;121;1294600;сен.35;Belarus1991;;18,000,000,000;1899;Boomers
Belarus;1991;female;25-34 years;42;823200;05.янв;Belarus1991;;18,000,000,000;1899;Boomers
Belarus;1991;female;15-24 years;30;702100;апр.27;Belarus1991;;18,000,000,000;1899;Generation X
Belarus;1991;male;5-14 years;14;807600;янв.73;Belarus1991;;18,000,000,000;1899;Millenials
Belarus;1991;female;5-14 years;2;781100;0.26;Belarus1991;;18,000,000,000;1899;Millenials
Belarus;1992;male;35-54 years;845;1236700;68.33;Belarus1992;;17,037,037,037;1780;Boomers
Belarus;1992;male;55-74 years;459;774900;59.23;Belarus1992;;17,037,037,037;1780;Silent
Belarus;1992;male;75+ years;57;108800;52.39;Belarus1992;;17,037,037,037;1780;G.I. Generation
Belarus;1992;male;25-34 years;397;812400;48.87;Belarus1992;;17,037,037,037;1780;Boomers
Belarus;1992;male;15-24 years;166;708800;23.42;Belarus1992;;17,037,037,037;1780;Generation X
Belarus;1992;female;75+ years;68;314000;21.66;Belarus1992;;17,037,037,037;1780;G.I. Generation
Belarus;1992;female;55-74 years;160;1171400;13.66;Belarus1992;;17,037,037,037;1780;Silent
Belarus;1992;female;35-54 years;157;1309400;ноя.99;Belarus1992;;17,037,037,037;1780;Boomers
Belarus;1992;female;25-34 years;50;811300;июн.16;Belarus1992;;17,037,037,037;1780;Boomers
Belarus;1992;female;15-24 years;31;708000;апр.38;Belarus1992;;17,037,037,037;1780;Generation X
Belarus;1992;male;5-14 years;30;821500;мар.65;Belarus1992;;17,037,037,037;1780;Millenials
Belarus;1992;female;5-14 years;4;793700;0.5;Belarus1992;;17,037,037,037;1780;Millenials
Belarus;1993;male;35-54 years;1072;1254600;85.45;Belarus1993;;16,280,991,736;1689;Boomers
Belarus;1993;male;55-74 years;577;792900;72.77;Belarus1993;;16,280,991,736;1689;Silent
Belarus;1993;male;75+ years;64;105900;60.43;Belarus1993;;16,280,991,736;1689;G.I. Generation
Belarus;1993;male;25-34 years;454;789200;57.53;Belarus1993;;16,280,991,736;1689;Boomers
Belarus;1993;male;15-24 years;175;723100;24.фев;Belarus1993;;16,280,991,736;1689;Generation X
Belarus;1993;female;75+ years;64;310600;20.61;Belarus1993;;16,280,991,736;1689;G.I. Generation
Belarus;1993;female;55-74 years;198;1193700;16.59;Belarus1993;;16,280,991,736;1689;Silent
Belarus;1993;female;35-54 years;164;1323600;дек.39;Belarus1993;;16,280,991,736;1689;Boomers
Belarus;1993;female;25-34 years;58;794600;07.мар;Belarus1993;;16,280,991,736;1689;Boomers
Belarus;1993;female;15-24 years;37;713800;май.18;Belarus1993;;16,280,991,736;1689;Generation X
Belarus;1993;male;5-14 years;18;834500;фев.16;Belarus1993;;16,280,991,736;1689;Millenials
Belarus;1993;female;5-14 years;4;804600;0.5;Belarus1993;;16,280,991,736;1689;Millenials
Belarus;1994;male;35-54 years;1156;1258800;91.83;Belarus1994;;14,932,024,169;1547;Boomers
Belarus;1994;male;55-74 years;671;797700;84.12;Belarus1994;;14,932,024,169;1547;Silent
Belarus;1994;male;75+ years;73;103700;70.4;Belarus1994;;14,932,024,169;1547;G.I. Generation
Belarus;1994;male;25-34 years;458;773000;59.25;Belarus1994;;14,932,024,169;1547;Boomers
Belarus;1994;male;15-24 years;208;726000;28.65;Belarus1994;;14,932,024,169;1547;Generation X
Belarus;1994;female;75+ years;69;307500;22.44;Belarus1994;;14,932,024,169;1547;G.I. Generation
Belarus;1994;female;55-74 years;227;1206100;18.82;Belarus1994;;14,932,024,169;1547;Silent
Belarus;1994;female;35-54 years;177;1336000;13.25;Belarus1994;;14,932,024,169;1547;Boomers
Belarus;1994;female;25-34 years;60;784400;июл.65;Belarus1994;;14,932,024,169;1547;Boomers
Belarus;1994;female;15-24 years;36;719700;5;Belarus1994;;14,932,024,169;1547;Generation X
Belarus;1994;male;5-14 years;16;833400;янв.92;Belarus1994;;14,932,024,169;1547;Millenials
Belarus;1994;female;5-14 years;2;807600;0.25;Belarus1994;;14,932,024,169;1547;Millenials
Belarus;1995;male;35-54 years;1222;1274300;95.9;Belarus1995;;13,972,676,841;1444;Boomers
Belarus;1995;male;55-74 years;699;805300;86.8;Belarus1995;;13,972,676,841;1444;Silent
Belarus;1995;male;75+ years;71;101000;70.3;Belarus1995;;13,972,676,841;1444;G.I. Generation
Belarus;1995;male;25-34 years;475;743800;63.86;Belarus1995;;13,972,676,841;1444;Generation X
Belarus;1995;male;15-24 years;210;734800;28.58;Belarus1995;;13,972,676,841;1444;Generation X
Belarus;1995;female;55-74 years;197;1220800;16.14;Belarus1995;;13,972,676,841;1444;Silent
Belarus;1995;female;75+ years;49;304600;16.сен;Belarus1995;;13,972,676,841;1444;G.I. Generation
Belarus;1995;female;35-54 years;181;1360000;13.31;Belarus1995;;13,972,676,841;1444;Boomers
Belarus;1995;female;25-34 years;51;762300;июн.69;Belarus1995;;13,972,676,841;1444;Generation X
Belarus;1995;female;15-24 years;33;729900;апр.52;Belarus1995;;13,972,676,841;1444;Generation X
Belarus;1995;male;5-14 years;12;829500;янв.45;Belarus1995;;13,972,676,841;1444;Millenials
Belarus;1995;female;5-14 years;3;807300;0.37;Belarus1995;;13,972,676,841;1444;Millenials
Belarus;1996;male;35-54 years;1391;1298200;107.15;Belarus1996;;14,756,846,154;1524;Boomers
Belarus;1996;male;55-74 years;859;809000;106.18;Belarus1996;;14,756,846,154;1524;Silent
Belarus;1996;male;75+ years;76;99700;76.23;Belarus1996;;14,756,846,154;1524;G.I. Generation
Belarus;1996;male;25-34 years;518;722500;71.7;Belarus1996;;14,756,846,154;1524;Generation X
Belarus;1996;male;15-24 years;224;743800;30.дек;Belarus1996;;14,756,846,154;1524;Generation X
Belarus;1996;female;75+ years;57;302400;18.85;Belarus1996;;14,756,846,154;1524;G.I. Generation
Belarus;1996;female;55-74 years;214;1226000;17.46;Belarus1996;;14,756,846,154;1524;Silent
Belarus;1996;female;35-54 years;170;1384800;дек.28;Belarus1996;;14,756,846,154;1524;Boomers
Belarus;1996;female;25-34 years;59;741800;июл.95;Belarus1996;;14,756,846,154;1524;Generation X
Belarus;1996;female;15-24 years;43;737300;май.83;Belarus1996;;14,756,846,154;1524;Generation X
Belarus;1996;male;5-14 years;13;821700;янв.58;Belarus1996;;14,756,846,154;1524;Millenials
Belarus;1996;female;5-14 years;3;797600;0.38;Belarus1996;;14,756,846,154;1524;Millenials
Belarus;1997;male;55-74 years;819;803300;101.95;Belarus1997;;14,128,408,566;1458;Silent
Belarus;1997;male;35-54 years;1326;1326100;99.99;Belarus1997;;14,128,408,566;1458;Boomers
Belarus;1997;male;75+ years;77;100500;76.62;Belarus1997;;14,128,408,566;1458;G.I. Generation
Belarus;1997;male;25-34 years;487;709000;68.69;Belarus1997;;14,128,408,566;1458;Generation X
Belarus;1997;male;15-24 years;247;750600;32.91;Belarus1997;;14,128,408,566;1458;Generation X
Belarus;1997;female;75+ years;59;305000;19.34;Belarus1997;;14,128,408,566;1458;G.I. Generation
Belarus;1997;female;55-74 years;188;1218800;15.43;Belarus1997;;14,128,408,566;1458;Silent
Belarus;1997;female;35-54 years;188;1415500;13.28;Belarus1997;;14,128,408,566;1458;Boomers
Belarus;1997;female;25-34 years;75;726900;окт.32;Belarus1997;;14,128,408,566;1458;Generation X
Belarus;1997;female;15-24 years;50;744100;июн.72;Belarus1997;;14,128,408,566;1458;Generation X
Belarus;1997;male;5-14 years;8;809000;0.99;Belarus1997;;14,128,408,566;1458;Millenials
Belarus;1997;female;5-14 years;2;783300;0.26;Belarus1997;;14,128,408,566;1458;Millenials
Belarus;1998;male;55-74 years;794;784600;101.2;Belarus1998;;15,222,012,660;1570;Silent
Belarus;1998;male;35-54 years;1320;1360700;97.01;Belarus1998;;15,222,012,660;1570;Boomers
Belarus;1998;male;75+ years;82;104000;78.85;Belarus1998;;15,222,012,660;1570;G.I. Generation
Belarus;1998;male;25-34 years;511;698900;73.11;Belarus1998;;15,222,012,660;1570;Generation X
Belarus;1998;male;15-24 years;287;762700;37.63;Belarus1998;;15,222,012,660;1570;Generation X
Belarus;1998;female;75+ years;78;316400;24.65;Belarus1998;;15,222,012,660;1570;G.I. Generation
Belarus;1998;female;55-74 years;185;1191300;15.53;Belarus1998;;15,222,012,660;1570;Silent
Belarus;1998;female;35-54 years;192;1455000;13.фев;Belarus1998;;15,222,012,660;1570;Boomers
Belarus;1998;female;25-34 years;51;716200;07.дек;Belarus1998;;15,222,012,660;1570;Generation X
Belarus;1998;female;15-24 years;39;755800;май.16;Belarus1998;;15,222,012,660;1570;Generation X
Belarus;1998;male;5-14 years;12;787800;янв.52;Belarus1998;;15,222,012,660;1570;Millenials
Belarus;1998;female;5-14 years;5;761400;0.66;Belarus1998;;15,222,012,660;1570;Millenials
Belarus;1999;male;55-74 years;739;771900;95.74;Belarus1999;;12,138,486,532;1269;Silent
Belarus;1999;male;75+ years;91;106400;85.53;Belarus1999;;12,138,486,532;1269;G.I. Generation
Belarus;1999;male;35-54 years;1178;1378000;85.49;Belarus1999;;12,138,486,532;1269;Boomers
Belarus;1999;male;25-34 years;550;692600;79.41;Belarus1999;;12,138,486,532;1269;Generation X
Belarus;1999;male;15-24 years;288;771500;37.33;Belarus1999;;12,138,486,532;1269;Generation X
Belarus;1999;female;75+ years;66;318400;20.73;Belarus1999;;12,138,486,532;1269;G.I. Generation
Belarus;1999;female;55-74 years;170;1157900;14.68;Belarus1999;;12,138,486,532;1269;Silent
Belarus;1999;female;35-54 years;174;1465100;ноя.88;Belarus1999;;12,138,486,532;1269;Boomers
Belarus;1999;female;25-34 years;67;697900;09.июн;Belarus1999;;12,138,486,532;1269;Generation X
Belarus;1999;female;15-24 years;48;741400;июн.47;Belarus1999;;12,138,486,532;1269;Generation X
Belarus;1999;male;5-14 years;22;748500;фев.94;Belarus1999;;12,138,486,532;1269;Millenials
Belarus;1999;female;5-14 years;4;713600;0.56;Belarus1999;;12,138,486,532;1269;Millenials
Belarus;2000;male;55-74 years;721;750602;96.06;Belarus2000;0.683;12,736,856,828;1335;Silent
Belarus;2000;male;35-54 years;1334;1403903;95.02;Belarus2000;0.683;12,736,856,828;1335;Boomers
Belarus;2000;male;75+ years;89;110565;80.5;Belarus2000;0.683;12,736,856,828;1335;G.I. Generation
Belarus;2000;male;25-34 years;508;688963;73.73;Belarus2000;0.683;12,736,856,828;1335;Generation X
Belarus;2000;male;15-24 years;306;786483;38.91;Belarus2000;0.683;12,736,856,828;1335;Generation X
Belarus;2000;female;75+ years;67;331579;20.21;Belarus2000;0.683;12,736,856,828;1335;G.I. Generation
Belarus;2000;female;55-74 years;172;1125001;15.29;Belarus2000;0.683;12,736,856,828;1335;Silent
Belarus;2000;female;35-54 years;170;1497056;ноя.36;Belarus2000;0.683;12,736,856,828;1335;Boomers
Belarus;2000;female;25-34 years;54;693860;июл.78;Belarus2000;0.683;12,736,856,828;1335;Generation X
Belarus;2000;female;15-24 years;36;754801;апр.77;Belarus2000;0.683;12,736,856,828;1335;Generation X
Belarus;2000;male;5-14 years;20;717646;фев.79;Belarus2000;0.683;12,736,856,828;1335;Millenials
Belarus;2000;female;5-14 years;6;683020;0.88;Belarus2000;0.683;12,736,856,828;1335;Millenials
Belarus;2001;male;55-74 years;658;731902;89.9;Belarus2001;;12,354,820,144;1299;Silent
Belarus;2001;male;35-54 years;1266;1423218;88.95;Belarus2001;;12,354,820,144;1299;Boomers
Belarus;2001;male;75+ years;82;116090;70.63;Belarus2001;;12,354,820,144;1299;Silent
Belarus;2001;male;25-34 years;477;687861;69.35;Belarus2001;;12,354,820,144;1299;Generation X
Belarus;2001;male;15-24 years;313;801574;39.05;Belarus2001;;12,354,820,144;1299;Millenials
Belarus;2001;female;75+ years;73;346664;21.июн;Belarus2001;;12,354,820,144;1299;Silent
Belarus;2001;female;55-74 years;162;1094844;14.авг;Belarus2001;;12,354,820,144;1299;Silent
Belarus;2001;female;35-54 years;164;1522267;окт.77;Belarus2001;;12,354,820,144;1299;Boomers
Belarus;2001;female;25-34 years;53;691653;июл.66;Belarus2001;;12,354,820,144;1299;Generation X
Belarus;2001;female;15-24 years;36;768639;апр.68;Belarus2001;;12,354,820,144;1299;Millenials
Belarus;2001;male;5-14 years;17;681448;фев.49;Belarus2001;;12,354,820,144;1299;Millenials
Belarus;2001;female;5-14 years;2;647427;0.31;Belarus2001;;12,354,820,144;1299;Millenials
Belarus;2002;male;35-54 years;1263;1429098;88.38;Belarus2002;;14,594,249,023;1541;Boomers
Belarus;2002;male;55-74 years;607;719837;84.32;Belarus2002;;14,594,249,023;1541;Silent
